,key,variable,month,coef,sd,mean,chance
0,26057,evap,1,-0.5550856447627233,0.36545723076859765,0.00012842093697336133,6.47
1,26057,evap,2,-1.4155437599651346,0.5818183880184161,-0.0028694920942507352,0.83
2,26057,evap,3,-0.926452302116747,0.6727106579477724,0.0011404339145230143,8.459999999999999
3,26057,evap,4,-4.973359390220143,0.892387724373851,0.006486246369070393,0.0
4,26057,evap,5,-5.434179676155134,0.960130027026289,-0.010530755360119071,0.0
5,26057,evap,6,-5.113928892458928,1.1239534124587576,-0.0007561113260195022,0.0
6,26057,evap,7,-2.6980171216484496,0.6804503080077854,0.0077154645211019645,0.01
7,26057,evap,8,-2.88183321822311,0.8256679049287191,-0.005689459209844289,0.01
8,26057,evap,9,-1.3494786756934327,0.508979869530154,-0.006535130844963781,0.59
9,26057,evap,10,-4.194221474347499,0.825665475498031,0.012457433804039663,0.0
10,26057,evap,11,-2.477943166441136,0.49384165454182416,-0.003956665639343981,0.0
11,26057,evap,12,-0.452900479141012,0.44155541575510404,0.0013707934084705882,14.729999999999999
12,26057,tmax,1,3.9546167894037,1.6410174123183787,-0.0030305760527201803,0.69
13,26057,tmax,2,3.8186846098865086,1.6124974792295355,-0.01304853161725672,0.8
14,26057,tmax,3,5.423196113589103,1.3727036327738402,0.0008445980083113782,0.0
15,26057,tmax,4,3.525423916390746,1.196853137979384,0.011838018288110727,0.15
16,26057,tmax,5,4.351523666968469,1.1713103210156994,-0.018586000566414566,0.03
17,26057,tmax,6,3.300041501209141,1.1242564808523134,-0.009207459759606709,0.18
18,26057,tmax,7,0.9480782763848418,0.9635592944646646,-0.008316550776603022,16.05
19,26057,tmax,8,1.2759962274049654,0.9426885331732552,0.01260086056683713,8.95
20,26057,tmax,9,1.5844746251756965,1.1600977977347888,-0.016169913894633393,8.49
21,26057,tmax,10,3.152553035333589,1.232440363995464,-0.0007467297911696601,0.53
22,26057,tmax,11,3.7189083217252232,1.4117421016402933,0.032046227367359355,0.35000000000000003
23,26057,tmax,12,1.5221577604585332,1.1607505997543754,-0.0071400643752121155,9.610000000000001
24,26057,tmin,1,-0.3110234925635169,0.3397488744279507,-0.004093843379646095,18.7
25,26057,tmin,2,0.1036440008426442,0.524718541760612,0.0015423742170390111,42.76
26,26057,tmin,3,0.4220481523432952,0.6783072414035654,-0.0017127077637714735,26.44
27,26057,tmin,4,-0.8054695952874247,0.6828326722627474,-0.0017033466370323734,12.16
28,26057,tmin,5,-1.046172465306796,0.710351130026779,0.0008283667087268575,7.290000000000001
29,26057,tmin,6,0.2999890495700947,0.6432962511817369,0.002049794880916662,31.759999999999998
30,26057,tmin,7,-0.051220236011748,0.33521706395647066,0.0017725873730306439,43.72
31,26057,tmin,8,0.0343329917850132,0.47965662508953705,-0.0030180027567564783,46.589999999999996
32,26057,tmin,9,0.1991167108986001,0.6987512851897529,-0.0038086158532598794,38.2
33,26057,tmin,10,-0.1201901233704964,0.9445763663238246,0.0038850464087918837,44.46
34,26057,tmin,11,0.055362946912243,0.47462707509297924,-0.002049819562533763,45.07
35,26057,tmin,12,-0.2171810016426099,0.3257659737154517,0.001404837511300439,25.25
